EV; HR; LT; LG; NV; VL; NL; DG; SV; DT
105;20200213225522;-19.919153;-43.965393;30855;15;351;98;2;12944
105;20200213225524;-19.953602;-43.969847;31018;0;105;0;0;9313
105;20200213225549;-19.954910;-43.966896;30969;8;351;162;1;11056
105;20200213225422;-19.863172;-43.935466;30631;0;5282;0;0;1765
105;20200213225420;-19.913226;-43.930428;30390;25;3357;284;2;11689
105;20200213225550;-19.852102;-43.927753;20443;2;844;138;0;1374
105;20200213225424;-19.884796;-43.979899;40817;0;710;0;0;9317
105;20200213225524;-19.939252;-43.993488;30239;17;2557;59;1;8726
105;20200213225421;-19.919624;-43.997237;40846;0;1041;0;0;2716
105;20200213225554;-19.885407;-43.979248;40374;0;693;0;0;4117
105;20200213225524;-19.809302;-43.969993;10732;0;495;0;1;31414
105;20200213225319;-19.874603;-43.909852;10647;0;725;0;0;8929
105;20200213225549;-19.861916;-44.005822;10749;39;362;43;0;1488
105;20200213225412;-19.962904;-43.987776;30827;0;1115;0;0;6259
105;20200213225553;-19.925407;-43.936343;40459;32;7121;8;1;17156
105;20200213225550;-19.976090;-43.971207;10767;0;952;0;1;21570
105;20200213225549;-19.919130;-43.938477;20669;36;68;56;1;9008
105;20200213225520;-19.874360;-43.908993;20383;0;3835;0;0;4445
105;20200213225424;-20.020423;-44.028940;30340;0;911;0;0;6966
105;20200213225423;-19.919322;-43.888900;20414;0;614;0
105;20200213225419;-19.863515;-43.920998;20309;0;3004;0;0;14362
105;20200213225422;-19.873828;-43.909144;20483;0;5564;0;0;13502
105;20200213225420;-19.837959;-43.936354;10821;0;3745;0;0;10129
105;20200213225535;-19.876164;-43.907038;10548;0;718;0;0;7950
105;20200213225522;-19.908636;-43.914052;20554;29;622;243;1;5201
105;20200213225523;-19.903476;-43.931381;20755;47;4614;76;1;13188
105;20200213225525;-19.911059;-43.925278;10975;15;677;23;2;10573
105;20200213225551;-19.902681;-44.018864;40111;24;366;88;1;2211
105;20200213225546;-19.829639;-44.012834;10146;0;362;341;0;6132
105;20200213225552;-19.973468;-44.022252;30820;1;930;343;1;27769
105;20200213225519;-19.885514;-43.979476;10729;0;5564;0;0;5489
105;20200213225424;-19.830509;-44.013969;10923;0;293;0;0;1537
105;20200213225520;-19.944877;-44.007698;30853;12;5286;2;1;11089
105;20200213225524;-19.944894;-43.988967;30793;0;66;0;0;2639
105;20200213225525;-19.833773;-43.964030;10723;10;495;203;1;4518
105;20200213225523;-19.800682;-43.978917;10479;0;1918;0;0;1560
105;20200213225419;-19.876478;-43.907115;20375;0;636;0;0;8596
105;20200213225552;-19.924695;-43.921382;20316;43;3382;102;2;8765
105;20200213225545;-19.863862;-43.921119;20676;0;579;0;0;3937
105;20200213225423;-19.796164;-44.011371;20490;0;3749;0;0;8141
105;20200213225419;-19.919180;-43.888948;20322;0;716;0
105;20200213225547;-19.910243;-43.955891;40615;40;307;332;2;15384
105;20200213225424;-19.929481;-43.977519;30425;25;107;254;2;8670
105;20200213225426;-19.885532;-43.979259;11058;0;348;0;0;5142
105;20200213225422;-19.906123;-44.017193;40311;0;890;0;0;2661
105;20200213225422;-19.876454;-43.907223;40741;0;590;0;0;9120
105;20200213225424;-19.797567;-44.012136;10810;0;6144;57;0;5565
105;20200213225524;-19.889913;-43.969646;30919;11;353;181;2;17409
105;20200213225552;-20.020460;-44.029226;30878;0;4021;0;0;6821
105;20200213225420;-19.863916;-43.920987;20823;0;372;0;0;14774
105;20200213225522;-19.929643;-43.957391;30942;30;206;81;1;14390
105;20200213225451;-19.868801;-43.924995;30510;20;595;343;2;15536
105;20200213225518;-19.952220;-44.018672;30456;32;905;269;1;22937
105;20200213225526;-19.868998;-43.925298;20917;0;372;85;1;20441
105;20200213225551;-19.913435;-43.958761;10974;32;737;304;2;12968
105;20200213225529;-19.914360;-43.904402;40595;13;1077;77;2;14891
105;20200213225522;-19.814183;-43.955682;20168;36;3749;306;1;1376
105;20200213225521;-19.910771;-43.939160;20502;31;5284;262;1;6096
105;20200213225535;-19.868928;-44.014597;30672;0;4023;170;0;12573
105;20200213225425;-19.917743;-43.995348;40856;0;4398;0;0;3183
105;20200213225552;-19.803794;-43.978845;10583;9;514;271;1;1600
105;20200213225551;-19.806781;-43.979722;11120;0;5577;0;0;1589
105;20200213225552;-19.864568;-43.894608;20576;0;952;0;0;25203
105;20200213225425;-19.838113;-43.936549;11001;0;599;0
105;20200213225524;-19.916168;-43.952601;40217;47;890;296;2;10610
105;20200213225525;-19.919404;-43.888462;20708;0;614;0;0;2248
105;20200213225426;-19.919095;-43.888360;20424;0;614;0;0;2260
105;20200213225524;-19.913744;-43.976674;40782;0;1066;0;2;7168
105;20200213225547;-19.914491;-43.936346;30265;0;409;0;1;10897
105;20200213225550;-19.855928;-43.911746;20075;39;1563;174;1;11906
105;20200213225452;-19.932086;-43.906925;30403;18;636;317;2;15400
105;20200213225550;-19.953570;-43.969649;30640;0;952;0;0;2425
105;20200213225521;-19.845303;-43.966252;20613;56;4023;3;2;24736
105;20200213225521;-19.920398;-43.940857;30812;2;987;66;1;14520
105;20200213225555;-19.919062;-43.889265;20709;0;695;0
105;20200213225425;-19.992714;-44.039751;30562;0;905;0;0;3247
105;20200213225524;-19.901179;-43.945569;30586;5;3740;331;1;16885
105;20200213225425;-19.876629;-43.907164;40743;0;590;0;0;5523
105;20200213225523;-19.964003;-43.963559;40323;0;749;98;0;6559
105;20200213225526;-19.994020;-44.032878;30225;24;253;87;1;10675
105;20200213225523;-19.980922;-44.042261;20685;21;1319;96;1;9577
105;20200213225554;-19.901031;-43.895839;20294;27;655;75;2;14806
105;20200213225522;-19.875350;-43.932497;30848;21;749;38;2;14060
105;20200213225524;-19.974222;-44.012870;30713;50;930;333;1;1474
105;20200213225452;-19.930884;-43.970333;40804;42;33;278;1;20339
105;20200213225529;-19.842409;-43.966359;10938;20;6840;19;1;0
105;20200213225423;-19.868497;-44.014436;30526;0;671;0;0;7781
105;20200213225552;-19.873548;-43.954135;40498;45;5559;161;1;3656
105;20200213225419;-19.924677;-43.937153;20726;7;617;287;2;3043
105;20200213225552;-19.934333;-43.924747;10864;7;340;323;2;2102
105;20200213225425;-19.838315;-43.936587;10609;0;810;0
105;20200213225423;-19.877506;-44.006371;40660;0;309;0;2;27436
105;20200213225540;-19.899444;-43.992198;40634;12;7019;346;1;171
105;20200213225421;-19.920186;-43.956785;10960;0;710;0;1;13522
105;20200213225424;-19.988081;-44.034719;30688;0;243;0;0;5234
105;20200213225425;-19.973206;-43.947713;20460;0;565;0;1;17710
105;20200213225523;-19.864324;-43.928702;20442;0;79;0;1;18803
105;20200213225524;-19.911597;-43.918770;10621;0;639;0;2;11501
105;20200213225426;-19.796495;-44.011908;10633;0;5710;0;0;12565
105;20200213225543;-19.954669;-44.025922;40783;38;4021;4;0;5175
105;20200213225427;-19.962151;-43.989089;60002;0;4819;0;0;4910
105;20200213225523;-19.882092;-43.950930;30599;39;952;340;2;16544
105;20200213225427;-19.796042;-44.011497;20488;0;6018;105;0;5292
105;20200213225524;-19.797726;-44.012104;40513;0;550;0;0;4472
105;20200213225524;-19.935064;-43.948347;30423;49;107;104;1;8637
105;20200213225425;-19.909152;-43.895130;20885;0;7438;0;0;1539
105;20200213225521;-19.910660;-43.926274;20744;42;651;330;2;6487
105;20200213225425;-19.885853;-43.979281;10506;0;348;0;0;5141
105;20200213225523;-19.953648;-43.969634;30596;0;952;0
105;20200213225415;-19.962822;-43.987779;30715;0;7340;0;0;6099
105;20200213225522;-19.842003;-43.968077;40542;0;5569;24;1;18769
105;20200213225415;-19.885867;-43.980386;40482;0;5979;0;0;7429
105;20200213225550;-19.885642;-43.980356;40679;0;723;0;0;9399
105;20200213225425;-19.822171;-43.947907;10486;0;3753;0;1;7557
105;20200213225526;-19.920120;-43.945138;10172;34;667;282;1;6160
105;20200213225523;-19.911602;-43.924779;40765;15;5317;73;2;10426
105;20200213225426;-19.838162;-43.936374;10910;0;749;0
105;20200213225553;-19.973448;-44.019596;40716;0;6640;0;1;18857
105;20200213225541;-19.858618;-43.935350;10844;0;952;0;3;1
105;20200213225426;-19.840765;-43.945280;10935;18;6840;166;1;9051
105;20200213225525;-20.020969;-44.030538;40221;32;264;123;1;9684
105;20200213225523;-19.942044;-43.965280;30698;18;105;135;2;7976
105;20200213225522;-19.921357;-43.982034;10958;0;749;0;2;0
105;20200213225426;-19.796494;-44.011375;11152;0;5605;0;0;8349
105;20200213225427;-19.796729;-44.013261;10932;0;6037;0
105;20200213225524;-19.922647;-43.918781;11146;27;718;20;1;13378
105;20200213225543;-19.845748;-43.907667;40729;19;307;201;2;0
105;20200213225427;-19.992753;-44.039946;30454;0;1085;0;0;2922
105;20200213225423;-19.852310;-43.927686;20565;0;4661;0;0;8692
105;20200213225427;-19.852127;-43.927851;20875;0;847;172;0;1835
105;20200213225548;-19.885870;-43.909232;40761;15;684;170;1;1115
105;20200213225426;-19.806926;-43.979838;11118;0;5600;0
105;20200213225525;-19.970427;-43.974131;30626;10;952;93;1;21966
105;20200213225428;-19.863896;-43.893734;40352;0;407;0;0;1170
105;20200213225528;-19.903320;-43.944700;10846;0;5675;307;2;8350
105;20200213225426;-19.869074;-44.014598;40781;0;355;0;0;11524
105;20200213225423;-19.964067;-43.964101;30736;0;351;0;0;10330
105;20200213225525;-19.909008;-43.894683;20519;0;5284;0;0;10126
105;20200213225524;-19.869671;-44.014535;10673;0;5706;0;0;5471
105;20200213225550;-19.956125;-43.999283;20393;0;79;0;2;21433
105;20200213225555;-19.929706;-43.978386;30873;8;930;244;1;18145
105;20200213225525;-19.885666;-43.979077;10717;0;5564;0;0;8615
105;20200213225525;-19.884783;-43.983495;11101;0;303;0;2;20539
105;20200213225424;-19.992722;-44.039781;30932;0;4018;0;1;45236
105;20200213225544;-19.914876;-43.984015;30879;0;739;281;2;12419
105;20200213225542;-19.878206;-43.936884;30971;0;599;0;2;18183
105;20200213225428;-19.885956;-43.980135;40707;0;345;0
105;20200213225452;-19.958910;-43.929308;30298;0;105;0;1;8696
105;20200213225526;-19.992475;-44.039835;30771;0;4018;0;0;3545
105;20200213225527;-19.905902;-44.005636;10715;42;360;318;1;20731
105;20200213225525;-19.925688;-43.967896;10520;34;653;326;1;8080
105;20200213225354;-19.961724;-43.989581;30885;0;1115;0;0;5419
105;20200213225527;-19.796655;-44.011749;11154;0;5577;0;0;5839
105;20200213225522;-19.837171;-43.930314;10914;16;6902;179;1;7289
105;20200213225526;-19.920769;-43.936272;40418;8;710;172;1;3637
105;20200213225427;-19.852398;-43.927887;20510;1;4514;312;0;5764
105;20200213225533;-19.928076;-43.909834;40470;0;10;0;1;7053
105;20200213225408;-19.919723;-43.995807;20807;0;737;0;2;19777
105;20200213225429;-19.901916;-43.963964;10530;0;877;0
105;20200213225426;-19.863187;-43.920827;20612;0;574;0;0;13445
105;20200213225524;-19.944155;-43.989517;30245;0;971;0;0;200
105;20200213225419;-19.868274;-44.015124;40604;0;671;0;0;7173
105;20200213225544;-19.974984;-43.997107;40808;22;6640;305;1;12567
105;20200213225417;-19.863777;-43.920943;20822;0;580;0;0;14415
105;20200213225528;-19.964349;-43.963648;30486;0;5713;0;0;9806
105;20200213225424;-19.870646;-44.010037;40267;0;307;70;0;1118
105;20200213225526;-19.999897;-44.034348;10529;20;229;178;1;1912
105;20200213225527;-19.926521;-43.951421;30693;6;109;328;2;4385
105;20200213225527;-20.020316;-44.028914;40360;0;915;0;0;6478
105;20200213225528;-19.927393;-43.969472;30920;23;97;79;1;894
105;20200213225426;-19.919729;-43.997358;40581;0;2374;0;0;6078
105;20200213225524;-19.841975;-43.967255;10435;0;6898;8;1;14929
105;20200213225434;-19.795622;-44.011308;10762;0;502;0;0;5385
105;20200213225427;-20.020951;-44.028753;30875;0;930;0;0;6580
105;20200213225545;-19.803733;-43.956192;11034;29;493;46;1;23100
105;20200213225542;-19.923694;-43.970293;10393;18;872;138;1;173
105;20200213225524;-19.908438;-43.884654;20177;5;612;60;1;24067
105;20200213225421;-19.863408;-43.920803;20594;0;574;0;0;3942
105;20200213225430;-19.945269;-43.988545;30391;1;66;138;0;2631
105;20200213225428;-19.885788;-43.979283;11071;0;693;0;0;16616
105;20200213225523;-19.842789;-43.967210;10748;2;5564;228;1;36153
105;20200213225522;-19.927189;-43.938170;20327;38;716;194;1;7645
105;20200213225421;-19.902272;-43.963918;10569;0;877;69
105;20200213225430;-19.953462;-43.969938;30914;0;97;0;0;9565
105;20200213225531;-19.870989;-44.010773;40261;0;288;0;0;419
105;20200213225426;-19.876401;-43.906177;20860;0;585;0;0;6646
105;20200213225522;-19.910444;-43.941677;30418;46;7079;161;1;8870
105;20200213225425;-19.884772;-43.980465;40668;0;345;0
105;20200213225426;-19.953057;-43.970141;31004;0;90;0;0;9688
105;20200213225428;-19.963729;-43.964254;30253;0;351;0;0;10045
105;20200213225432;-19.901688;-43.963901;10567;0;877;0
105;20200213225430;-19.876381;-43.905865;11160;0;1310;0;1;1527
105;20200213225429;-19.920114;-43.996214;11029;0;739;0;2;16736
105;20200213225527;-19.931599;-43.924018;10645;0;590;0;1;9078
105;20200213225524;-19.913306;-43.940385;30580;25;952;282;2;12840
105;20200213225526;-19.851710;-43.927744;20432;0;68;0;0;3654
105;20200213225427;-19.874339;-43.910082;20742;0;653;0;0;9957
105;20200213225431;-19.992504;-44.039916;30773;0;4018;0;0;3561
105;20200213225427;-19.829943;-44.013356;10706;0;5569;0;0;14198
105;20200213225430;-19.952717;-43.970086;30997;0;90;0;0;9371
105;20200213225430;-19.967476;-43.934246;30744;0;348;0
105;20200213225530;-19.911749;-44.021517;40445;0;890;0;0;1573
105;20200213225428;-19.944877;-43.988740;30244;0;84;0;0;2059
105;20200213225427;-19.885394;-43.980345;40555;0;5569;0;0;6861
105;20200213225536;-19.848084;-43.932539;20386;16;803;11;1;2245
105;20200213225429;-19.918938;-43.889070;20859;0;614;0
105;20200213225430;-19.864149;-43.894178;30338;0;416;0;0;10863
105;20200213225432;-20.002933;-44.025603;30891;0;922;0;0;5252
105;20200213225431;-19.919117;-43.888980;20853;0;614;0
105;20200213225426;-20.020783;-44.028649;30865;0;934;0;0;6156
105;20200213225428;-19.862777;-43.920888;20527;1;5397;285;0;1386
105;20200213225433;-19.876505;-43.906114;10325;0;608;0;0;1127
105;20200213225411;-19.875172;-43.909318;20501;0;617;0;0;12371
105;20200213225430;-19.992778;-44.040019;30557;0;206;0;0;2889
105;20200213225527;-19.914397;-43.988071;20808;0;737;0;1;3670
105;20200213225525;-19.796684;-44.013842;30537;0;5602;0;0;3486
105;20200213225531;-19.870510;-44.010088;40507;0;6538;0;0;8395
105;20200213225527;-19.931852;-43.994339;40740;35;329;235;1;21970
105;20200213225428;-19.988216;-44.034850;30691;0;243;0;0;5296
105;20200213225427;-19.862893;-43.921086;20919;0;580;0;0;14391
105;20200213225322;-19.973906;-44.021762;30758;6;4015;300;1;17802
105;20200213225527;-19.949821;-43.961250;20575;25;952;6;2;7404
105;20200213225435;-19.838204;-43.935678;10610;0;810;0
105;20200213225542;-19.912905;-43.941257;11057;37;337;334;1;14132
105;20200213225534;-19.910909;-43.960800;10890;3;368;109;1;10263
105;20200213225543;-19.873776;-43.909386;10632;0;641;0;0;14765
105;20200213225430;-20.019986;-44.029472;30313;0;930;0;0;6775
105;20200213225431;-19.874566;-43.909535;10124;0;1625;0;0;5920
105;20200213225434;-19.963517;-43.963645;30483;0;33;0;1;30379
105;20200213225535;-19.913576;-43.946063;40207;0;4399;0;1;11228
105;20200213225427;-19.869071;-44.014615;40408;0;674;0;0;7962
105;20200213225529;-19.806963;-43.979436;11038;0;1905;0;0;4175
105;20200213225430;-19.876336;-43.907189;10651;0;821;0;0;6592
105;20200213225434;-19.919557;-43.996582;40813;0;660;0;0;6659
105;20200213225434;-19.852403;-43.927486;20400;0;844;260;0;1818
105;20200213225431;-19.901762;-43.964028;11093;0;712;0
105;20200213225431;-20.020923;-44.029091;30779;0;1319;0;0;7092
105;20200213225432;-19.869306;-44.014749;10670;0;674;0;0;8634
105;20200213225328;-19.874655;-43.909502;10365;8;6039;302;0;5951
105;20200213225433;-19.964090;-43.963260;30254;0;749;0;0;15620
105;20200213225434;-19.838237;-43.936598;10817;0;5614;0
105;20200213225430;-19.863971;-43.921007;20645;0;1631;0;0;1878
105;20200213225435;-20.020751;-44.029238;30316;0;934;0;0;6531
105;20200213225436;-19.992484;-44.039804;30775;0;4018;0;0;3518
105;20200213225206;-19.840913;-43.967739;10764;0;5564;0;1;25124
105;20200213225433;-19.945265;-43.989061;30981;0;107;0;0;2637
105;20200213225427;-19.920046;-43.996114;40811;0;737;0;2;19764
105;20200213225433;-19.796500;-44.013640;10851;0;5572;0
105;20200213225433;-19.838305;-43.936626;11104;0;585;0
105;20200213225433;-19.797524;-44.011645;40385;1;6037;41;0;10265
105;20200213225430;-19.874730;-43.909630;20736;0;617;0;0;7150
105;20200213225436;-19.864275;-43.893474;20785;0;622;355;0;7562
105;20200213225326;-19.876590;-43.906356;10652;0;1248;0
105;20200213225525;-19.875588;-43.928606;40272;0;309;204;2;7085
105;20200213225431;-19.874593;-43.908856;10302;0;565;0
105;20200213225432;-19.919833;-43.996731;11157;11;334;344;0;8114
105;20200213225432;-19.919688;-43.996043;40587;0;2374;0;0;5464
105;20200213225429;-19.925402;-43.941457;40484;0;307;0
105;20200213225531;-19.935699;-43.953119;40350;24;648;15;2;2228
105;20200213225434;-19.874043;-43.909302;20525;0;5620;0;0;833
105;20200213225432;-19.885037;-43.980241;40670;0;13;0
105;20200213225435;-19.806987;-43.979711;10856;0;5781;0
105;20200213225432;-19.871000;-44.010290;40840;0;309;0;0;1074
105;20200213225437;-19.797564;-44.011896;10812;0;541;0;0;5396
105;20200213225432;-19.944926;-43.989020;30674;0;4023;0;0;9819
105;20200213225545;-19.924726;-43.897909;40288;22;6740;185;1;13545
105;20200213225432;-19.945362;-43.988823;30799;0;66;0;0;0
105;20200213225434;-19.796912;-44.011699;10024;0;1917;0;0;6282
105;20200213225434;-19.885334;-43.980421;40489;0;592;88;0;5916
105;20200213225436;-19.919748;-43.997117;10972;0;737;0;2;19725
105;20200213225434;-19.830551;-44.013920;10943;0;294;0;0;1517
105;20200213225435;-19.885884;-43.979289;10866;0;667;0;0;14561
105;20200213225438;-19.885891;-43.980142;40703;0;700;0
105;20200213225433;-20.002857;-44.025735;30884;0;1399;0;0;2270
105;20200213225436;-19.919638;-43.996055;40579;0;739;0;0;1
105;20200213225434;-19.945346;-43.988713;30350;0;66;151
105;20200213225434;-19.992486;-44.040001;30931;0;4018;0;0;3262
105;20200213225432;-19.852341;-43.927780;20514;0;4514;0;0;5741
105;20200213225435;-19.885764;-43.980100;30515;0;821;0
105;20200213225434;-19.919920;-43.996661;40726;0;737;0
105;20200213225436;-19.936377;-43.959633;40372;0;651;0;1;7846
105;20200213225437;-19.796141;-44.011795;10001;0;5607;0;0;6682
105;20200213225428;-19.874375;-43.908692;20339;0;763;0;0;6233
105;20200213225437;-19.994537;-44.024375;30467;0;264;0;1;14578
105;20200213225434;-19.992850;-44.039791;30549;0;917;0;0;3374
105;20200213225435;-19.885448;-43.979263;10512;0;667;0;0;5188
105;20200213225541;-19.878493;-43.986055;11026;24;305;169;2;21367
105;20200213225433;-19.963299;-43.987541;30822;0;1115;0;1;41168
105;20200213225432;-19.868549;-44.014446;40603;0;1077;0;0;7148
105;20200213225516;-19.870755;-44.010162;40264;0;326;0;0;7752
105;20200213225439;-19.964142;-43.963997;30577;0;952;0;0;1800
105;20200213225437;-19.918913;-43.888961;20629;0;695;0;0;2021
105;20200213225437;-19.874713;-43.909310;10009;0;1633;0;0;5949
105;20200213225439;-19.992768;-44.040180;30947;0;206;0;0;2855
105;20200213225418;-19.962054;-43.989441;31022;0;1399;0;0;5772
105;20200213225435;-19.919901;-43.996622;30906;0;100;0;0;5224
105;20200213225439;-19.884804;-43.980237;40398;0;5979;0
105;20200213225433;-19.852064;-43.927813;20511;0;4514;296;0;5181
105;20200213225435;-19.953594;-43.969867;30801;0;97;0
105;20200213225440;-19.874832;-43.909740;20421;0;641;0;0;15723
105;20200213225438;-19.963995;-43.963279;30703;0;82;118;0;5624
105;20200213225433;-19.876098;-43.906947;40774;0;821;0;0;6318
105;20200213225433;-20.019889;-44.029543;40220;0;264;0;0;4723
105;20200213225436;-19.920103;-43.995784;20772;0;100;0;0;6952
105;20200213225439;-19.838008;-43.935902;10494;0;597;0;0;7470
105;20200213225549;-19.830638;-43.986411;20452;4;6811;84;1;7380
105;20200213225440;-19.992493;-44.039856;30772;0;908;0;0;5983
105;20200213225441;-19.809870;-43.969454;20436;0;1917;0;0;5336
105;20200213225443;-19.838282;-43.935771;11099;0;6902;0;0;5495
105;20200213225437;-19.862919;-43.920931;20583;0;5284;0;0;1547
105;20200213225440;-19.994934;-44.024000;30811;0;245;0;1;27864
105;20200213225439;-19.885786;-43.979296;11063;0;59;0;0;9047
105;20200213225437;-19.944955;-43.988741;60003;0;4819;0;0;5318
105;20200213225545;-19.962723;-43.987518;30191;0;5628;271;0;2035
105;20200213225440;-19.829970;-44.013659;10889;0;297;0;0;1383
105;20200213225437;-19.864114;-43.894099;20690;0;5477;0;0;5469
105;20200213225431;-19.875028;-43.908185;10390;0;5541;0;0;2542
105;20200213225440;-19.797021;-44.011489;20388;0;5580;86;0;5961
105;20200213225432;-19.868997;-44.014586;30652;0;7140;0;0;8642
105;20200213225439;-19.896559;-43.954745;30494;0;348;0;2;15540
105;20200213225430;-19.851735;-43.927710;20398;0;72;287;0;4857
105;20200213225436;-19.988270;-44.034441;30359;0;936;0;0;4318
105;20200213225439;-19.994205;-44.023853;40035;0;268;0;1;14151
105;20200213224423;-19.869106;-44.014477;10672;0;5716;0;0;5196
105;20200213225437;-19.830588;-44.013853;10924;0;293;0;0;1485
105;20200213225525;-19.870043;-44.009831;40843;4;7121;136;0;0
105;20200213225435;-19.863701;-43.920925;20661;0;579;0;0;3964
105;20200213225212;-19.874482;-43.908883;20184;0;565;0;0;2266
105;20200213225440;-19.862976;-43.935645;30419;0;7079;0;0;0
105;20200213225408;-19.875151;-43.908413;10653;0;698;0;0;4114
105;20200213225436;-19.863007;-43.935576;30413;0;7083;0;0;2065
105;20200213225439;-19.852379;-43.927777;20507;0;6145;0;0;4975
105;20200213225440;-19.800959;-43.977910;10690;0;550;0;0;1564
105;20200213225429;-19.870514;-44.009990;40499;0;6579;0;0;8497
105;20200213225439;-19.963688;-43.963821;30702;0;86;0;0;1054
105;20200213225441;-19.871020;-44.010500;40461;0;288;0;0;442
105;20200213225436;-19.914373;-44.003728;40208;0;4399;0;1;34857
105;20200213225439;-19.796497;-44.011926;20435;0;5574;0;0;3347
105;20200213225441;-19.838363;-43.936245;10782;0;952;0;3;3
105;20200213225422;-19.870989;-44.010715;40790;0;7121;0;0;465
105;20200213225435;-19.885033;-43.980395;40688;0;870;0
105;20200213225439;-19.800842;-43.978615;11137;0;3896;0;0;3579
105;20200213225442;-19.871530;-43.904554;40669;0;595;0
105;20200213225441;-19.988342;-44.035046;30360;0;221;0;0;2043
105;20200213225440;-19.864085;-43.893427;30262;0;3405;0;0;10637
105;20200213225439;-19.863397;-43.935692;30606;0;7140;0;0;10678
105;20200213225435;-19.894009;-43.958466;10988;0;606;0;0;5749
105;20200213225439;-20.020446;-44.028938;30472;0;249;0;0;6515
105;20200213225542;-19.938915;-44.002794;40535;0;88;0;1;0
105;20200213225441;-19.863967;-43.894390;20277;0;660;0;0;8410
105;20200213225442;-19.838412;-43.936887;30601;0;3740;0;0;4624
105;20200213225422;-19.870693;-44.010223;40502;0;5559;0;0;8550
105;20200213225440;-19.920025;-43.995524;40717;0;739;0;2;16502
105;20200213225443;-19.830480;-44.013947;11017;0;292;0;0;1992
105;20200213225436;-19.961970;-43.989221;30402;0;3999;0;1;21685
105;20200213225439;-19.919052;-43.889023;20855;0;614;0;0;2186
105;20200213225412;-19.868456;-44.014702;40788;0;357;0;0;737
105;20200213225436;-19.884973;-43.980223;40575;0;7140;0
105;20200213225442;-19.837809;-43.936508;10487;0;597;0;0;7772
105;20200213225443;-19.992871;-44.040582;30944;0;207;0;0;2862
105;20200213225443;-19.829903;-44.013641;10726;0;297;0;0;1447
105;20200213225441;-19.863937;-43.893583;20779;0;622;0;0;6806
105;20200213225439;-19.919631;-43.996105;40590;0;1106;0
105;20200213225439;-19.862878;-43.921009;20618;0;5397;0;0;1029
105;20200213225443;-19.963673;-43.964076;40735;0;749;0;0;6560
105;20200213225441;-19.864343;-43.893423;40357;0;660;0;0;8099
105;20200213225445;-19.796061;-44.011353;10008;0;5574;0;0;3460
105;20200213225439;-19.830922;-44.014331;11046;0;360;0;0;7279
105;20200213225445;-19.953680;-43.969823;30913;0;97;0
105;20200213225443;-19.902073;-43.964039;10834;0;5675;0
105;20200213225440;-19.906179;-44.017100;40106;0;366;0;0;1340
105;20200213225439;-19.885860;-43.980251;40701;0;700;0
105;20200213225442;-19.901924;-43.963881;11113;0;877;0
105;20200213225447;-19.829555;-44.013019;10774;0;5620;0;0;8062
105;20200213225426;-19.876540;-43.906461;10549;0;664;0;0;12906
105;20200213225440;-19.884842;-43.979670;10744;0;5564;0;0;6263
105;20200213225442;-20.002945;-44.025460;30825;0;238;0;0;2067
105;20200213225443;-19.919634;-43.995963;20895;0;2374;0;0;6137
105;20200213225445;-19.885476;-43.979258;10642;0;348;0;0;5294
105;20200213225549;-19.910552;-43.942139;10650;41;664;323;1;6702
105;20200213225441;-19.869054;-44.014986;30653;0;4023;0;0;12339
105;20200213225446;-20.002775;-44.025646;30163;0;3995;0;1;32038
105;20200213225446;-19.919218;-43.888527;20750;0;3636;0
105;20200213225445;-19.894554;-43.958620;11134;0;4736;0;0;1147
105;20200213225244;-19.920653;-43.943395;10175;1;679;287;1;11980
105;20200213225442;-19.963882;-43.964252;40429;0;313;0;0;10735
105;20200213225446;-19.886489;-43.979815;30522;0;595;0
105;20200213225440;-19.876606;-43.906930;10665;0;1310;0
105;20200213225444;-19.953089;-43.969794;30833;1;997;101;0;12149
105;20200213225431;-19.874339;-43.910093;20341;0;565;0;0;2003
105;20200213225443;-19.873945;-43.909239;10364;0;4614;0;0;820
105;20200213225445;-19.876364;-43.906027;40299;0;746;0;0;7234
105;20200213225443;-19.906260;-44.017219;40027;0;364;0;0;521
105;20200213225447;-20.020097;-44.029061;30731;0;245;0;1;27786
105;20200213225446;-19.945163;-43.988877;30794;0;5630;0;0;4547
105;20200213225445;-19.796694;-44.013679;10588;0;768;0;0;7259
105;20200213225444;-19.885627;-43.980579;40483;0;594;244
105;20200213225420;-19.919197;-43.888558;20852;0;716;0
105;20200213225449;-20.002946;-44.025642;30823;0;238;0;0;2669
105;20200213225431;-19.875190;-43.908206;20609;0;5996;0;0;13442
105;20200213225445;-19.830399;-44.013999;11044;0;293;0;0;1579
105;20200213225446;-19.963596;-43.964030;40626;0;1068;0;0;9715
105;20200213225449;-19.963731;-43.964000;30622;1;643;233;0;1924
105;20200213225548;-19.809342;-43.969820;10964;0;1918;0;1;10
105;20200213225338;-19.873888;-43.909222;10367;0;1563;0;0;6208
105;20200213225446;-19.974027;-44.022489;10553;0;249;0;1;10757
105;20200213225450;-19.953096;-43.970003;31003;0;90;0
105;20200213225447;-19.807342;-43.979831;10876;0;6904;0;0;4570
105;20200213225449;-19.952927;-43.970238;30695;0;90;0
105;20200213225447;-19.992783;-44.039966;30560;0;206;0;0;2924
105;20200213225445;-19.795948;-44.011743;10841;0;4514;0;0;8110
105;20200213225448;-19.797308;-44.013531;10887;0;5977;0
105;20200213225446;-19.862845;-43.921094;20799;0;579;0;0;3970
105;20200213225448;-19.945710;-44.009579;40739;0;329;0;1;29782
